jis_code	url	system_type	crawl_status	exclusion_reason	exclusion_detail
07544	https://www.kawauchimura.jp/gyosei/keikaku-yosan/yosan-kessan/heisei18/page000122.html	独自	enabled		
07545			unresolved	source_url_unresolved	2026-09-17: 以前の候補『東日本大震災復興交付金事業計画の実績評価結果 - 大』は事務事業評価ではなかった
07546			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
07547			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
07548			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
07561			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
07564	https://www.vill.iitate.fukushima.jp/soshiki/14/14858.html	独自	enabled		2026-09-17 確認: 本文に『事業評価シート』／添付1件
08000	https://www.pref.ibaraki.jp/soshiki/somu/gyobun/toppage.html	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政経営課／茨城県』
08201	https://www.city.mito.lg.jp/soshiki/9/	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政経営課 - 水戸市ホームページ』
08202	https://www.city.hitachi.lg.jp/shisei/seisaku_zaisei/1003325/1003326.html	独自	enabled		2026-09-17 新規発見: 『行政評価』と『評価シート』／添付7件
08203			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08204	https://www.city.ibaraki-koga.lg.jp/soshiki/kikaku/26/16368.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 6 件
08205	https://www.city.ishioka.lg.jp/shiseijoho/seisaku_gyoseiunei/jimujigyohyokasheet/	独自	enabled		
08207	https://www.city.yuki.lg.jp/shisei/zaisei-gyouseihyouka/gyouseihyouka/year/r01/karte/	独自	enabled		
08208	https://www.city.ryugasaki.ibaraki.jp/shisei/zaisei/kakusyukeikaku/toplevelplan/sesakuhyoka.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 6 件
08210	https://www.city.shimotsuma.lg.jp/shisei/seisaku-kikaku-gyosei/gyoseihyoka/page008779.html	独自	enabled		2026-09-17 新規発見: 題名『令和7年度事務事業評価(令和6年度事業)を公表し』
08211			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08212			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08214			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08215	https://www.city.kitaibaraki.lg.jp/docs/2015021000012/	独自	enabled		
08216	https://www.city.kasama.lg.jp/page/dir009772.html	独自	enabled		
08217	https://www.city.toride.ibaraki.jp/seisaku/shise/machizukuri/gyosehyoka/gyosehyoka.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 2 件
08219			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08220	https://www.city.tsukuba.lg.jp/shisei/oshirase/29272.html	独自	enabled		2026-09-17 確認: 『事業評価』と『評価調書』／添付5件
08221			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08222			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08223			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08224	https://www.city.moriya.ibaraki.jp/shisei/gyouseihyouka/1004798/1004797.html	独自	review_required	needs_confirmation	2026-09-17: 本文に『事務事業評価』。評価表は下の階層にある
08225			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08226	https://www.city.naka.lg.jp/gyousei/gyouzaisei-kaikaku/gyouseihyouka/kekka/r07/page011334.html	独自	enabled		
08227			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08228	https://www.city.bando.lg.jp/page/page003816.html	独自	review_required	weak_signal	2026-09-17: 評価の入口『地域再生計画の進捗状況（事業評価）について&nb』
08229	https://www.city.inashiki.lg.jp/page/page008979.html	独自	enabled		
08230	https://www.city.kasumigaura.lg.jp/page/page000620.html	独自	enabled		2026-09-17 確認: 『事業仕分』と『評価シート』／添付4件
08231	https://www.city.sakuragawa.lg.jp/shisei/gyousei_hyouka/page001991.html	独自	review_required	needs_confirmation	2026-09-17: 本文に『事務事業評価』。評価表は下の階層にある
08232	https://www.city.kamisu.ibaraki.jp/shisei/committee/1006257/index.html	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政経営適正化推進委員会 / 茨城県神栖市』
08233	https://www.city.namegata.ibaraki.jp/shisei/jinji-hyouka/	独自	review_required	weak_signal	2026-09-17: 評価の入口『人事・行政評価&nbsp;|&nbsp;行方市公』
08234			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08235			unresolved	source_url_unresolved	2026-09-17: 以前の候補『市政について&nbsp;|&nbsp;つくばみらい市』は事務事業評価ではなかった
08236			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08302			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08309	https://www.town.oarai.lg.jp/chouseijouhou/keikaku/sougoukeikaku/29595/	独自	enabled		2026-09-17 確認: 『事業評価』と『評価シート』／添付6件
08310			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
08341			unresolved	source_url_unresolved	2026-09-17: 以前の候補『地方創生先行型交付金を活用した事業の事業評価結果につ』は事務事業評価ではなかった
