jis_code	url	system_type	crawl_status	exclusion_reason	exclusion_detail
20306			unresolved	source_url_unresolved	
20307			unresolved	source_url_unresolved	
20309			unresolved	source_url_unresolved	
20321			unresolved	source_url_unresolved	
20323			unresolved	source_url_unresolved	
20324			unresolved	source_url_unresolved	
20349			unresolved	source_url_unresolved	
20350			unresolved	source_url_unresolved	
20361			unresolved	source_url_unresolved	
20362			unresolved	source_url_unresolved	
20363			unresolved	source_url_unresolved	
20382			unresolved	source_url_unresolved	
20383			unresolved	source_url_unresolved	
20384			unresolved	source_url_unresolved	
20385			unresolved	source_url_unresolved	
20386			unresolved	source_url_unresolved	
20388			unresolved	source_url_unresolved	
20402			unresolved	source_url_unresolved	
20403			unresolved	source_url_unresolved	
20404			unresolved	source_url_unresolved	
20407			unresolved	source_url_unresolved	
20409			unresolved	source_url_unresolved	
20410			unresolved	source_url_unresolved	
20411			unresolved	source_url_unresolved	
20412			unresolved	source_url_unresolved	
20413			unresolved	source_url_unresolved	
20414			unresolved	source_url_unresolved	
20415			unresolved	source_url_unresolved	
20416			unresolved	source_url_unresolved	
20417			unresolved	source_url_unresolved	
20422			unresolved	source_url_unresolved	
20423			unresolved	source_url_unresolved	
20425			unresolved	source_url_unresolved	
20429			unresolved	source_url_unresolved	
20430			unresolved	source_url_unresolved	
20432			unresolved	source_url_unresolved	
20446			unresolved	source_url_unresolved	
20448			unresolved	source_url_unresolved	
20450			unresolved	source_url_unresolved	
20451			unresolved	source_url_unresolved	
20452			unresolved	source_url_unresolved	
20481			unresolved	source_url_unresolved	
20482			unresolved	source_url_unresolved	
20485			unresolved	source_url_unresolved	
20486			unresolved	source_url_unresolved	
20521			unresolved	source_url_unresolved	
20541			unresolved	source_url_unresolved	
20543			unresolved	source_url_unresolved	
20561			unresolved	source_url_unresolved	
20562			unresolved	source_url_unresolved	
20563			unresolved	source_url_unresolved	
20583			unresolved	source_url_unresolved	
20588			unresolved	source_url_unresolved	
20590			unresolved	source_url_unresolved	
20602			unresolved	source_url_unresolved	
21000	https://www.pref.gifu.lg.jp/page/201073.html	独自	enabled		都道府県（義務） リンク文字『令和3年3月26日に公表した令和元年度包括外部監』 添付1
21201	https://www.city.gifu.lg.jp/info/kansa/1009505/1009506.html	独自	review_required	needs_confirmation	中核市（義務） 本文に『包括外部監査』 添付0 入口かどうか要確認
21202			unresolved	source_url_unresolved	
21203			unresolved	source_url_unresolved	
21204			unresolved	source_url_unresolved	
21205			unresolved	source_url_unresolved	
21206			unresolved	source_url_unresolved	
21207			unresolved	source_url_unresolved	
21208			unresolved	source_url_unresolved	
21209			unresolved	source_url_unresolved	
21210			unresolved	source_url_unresolved	
21211			unresolved	source_url_unresolved	
21212			unresolved	source_url_unresolved	
21213			unresolved	source_url_unresolved	
21214			unresolved	source_url_unresolved	
21215			unresolved	source_url_unresolved	
21216			unresolved	source_url_unresolved	
21217			unresolved	source_url_unresolved	
21218			unresolved	source_url_unresolved	
21219			unresolved	source_url_unresolved	
21220			unresolved	source_url_unresolved	
21221			unresolved	source_url_unresolved	
21302			unresolved	source_url_unresolved	
21303			unresolved	source_url_unresolved	
21341			unresolved	source_url_unresolved	
21361			unresolved	source_url_unresolved	
21362			unresolved	source_url_unresolved	
21381			unresolved	source_url_unresolved	
21382			unresolved	source_url_unresolved	
21383			unresolved	source_url_unresolved	
21401			unresolved	source_url_unresolved	
21403			unresolved	source_url_unresolved	
21404			unresolved	source_url_unresolved	
21421			unresolved	source_url_unresolved	
21501			unresolved	source_url_unresolved	
21502			unresolved	source_url_unresolved	
21503			unresolved	source_url_unresolved	
21504			unresolved	source_url_unresolved	
21505			unresolved	source_url_unresolved	
21506			unresolved	source_url_unresolved	
21507			unresolved	source_url_unresolved	
21521			unresolved	source_url_unresolved	
21604			unresolved	source_url_unresolved	
22000	https://www.pref.shizuoka.jp/kensei/zaiseisuito/kansa/1002104/1004016/1081975.html	独自	enabled		都道府県（義務） リンク文字『令和7年度包括外部監査（DX推進の施策に係る財務』 添付1
22100	https://www.city.shizuoka.lg.jp/s4367/s008190.html	独自	review_required	needs_confirmation	政令市（義務） 本文に『包括外部監査』 添付15 入口かどうか要確認
22130	https://www.city.hamamatsu.shizuoka.jp/kansa/kansa/gaibu/gaibu.html	独自	enabled		政令市（義務） リンク文字『包括外部監査結果に基づく措置』 添付10
22203			unresolved	source_url_unresolved	
22205			unresolved	source_url_unresolved	
22206			unresolved	source_url_unresolved	
22207			unresolved	source_url_unresolved	
22208			unresolved	source_url_unresolved	
22209			unresolved	source_url_unresolved	
22210			unresolved	source_url_unresolved	
22211			unresolved	source_url_unresolved	
22212			unresolved	source_url_unresolved	
22213			unresolved	source_url_unresolved	
22214			unresolved	source_url_unresolved	
22215			unresolved	source_url_unresolved	
22216			unresolved	source_url_unresolved	
22219			unresolved	source_url_unresolved	
